Protein,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
MATN4,1.0690721,-0.213269,0.9226502,0.69207877,0.7197522,1.7363861,0.80367005,0.07760283,-0.22668958,0.4220093,0.111725464,0.60618895,-0.10835451,0.27671635,0.6081677,0.5100453,-0.050390124,-0.27608746,0.48179108,0.5936647,-0.28283185,0.4857731,-0.32096177,0.38550594,-0.33906734,-0.30103981,-0.3000899,0.38025844,0.31231079,0.70107526,0.0002258122,0.30562532,0.1707104,0.27586097,1.285445,0.19906823,-0.31313258,-0.02231294,-0.21317375,0.014344424,1.1562586,0.25975734,0.2967335,-0.16215885,0.5355491,-0.41452503,0.9132669,0.033372693,-0.62776256,-0.25836158,0.9483823,0.36775202,0.24300462,-0.19266135,0.8056803,-0.31560874,0.6944003,0.13553865,0.53915524,0.9151072,-0.2815761,-0.57060933,0.8009266,-0.42177886
MBL1,1.0756788,-0.37235254,1.0102243,0.60077685,0.6524769,1.6752653,0.9740507,0.14378498,-0.31443322,0.5684387,0.25768575,0.6780284,-0.101911604,0.29400495,0.6176996,0.66609514,-0.047670126,-0.39772236,0.6462266,0.5523156,-0.35196948,0.62152904,-0.2413109,0.31442112,-0.42794192,-0.1319145,-0.32661498,0.34099668,0.32427764,0.8024867,0.071217015,0.22582899,0.32864642,0.3886413,1.280179,0.2996152,-0.24402678,-0.09024823,-0.29720628,0.06075366,1.058435,0.40726006,0.13438705,-0.24616289,0.4474567,-0.42704844,0.91036636,-0.10176498,-0.68184054,-0.20972413,0.89097756,0.4821943,0.30575454,-0.023302853,0.8588207,-0.4006214,0.6231111,0.08645364,0.456886,0.9588408,-0.27625382,-0.6168519,0.6941075,-0.5046865
MBL2,1.1012707,-0.3538617,0.9459557,0.8251184,0.8720675,1.9496707,0.9254531,-0.050982535,-0.19491655,0.36901355,0.04163042,0.50481606,-0.11174351,0.16431431,0.83278286,0.6914467,0.046202958,-0.3058927,0.5900198,0.65746325,-0.2537672,0.33552593,-0.39934492,0.5634797,-0.41095656,-0.2745533,-0.25070405,0.5435167,0.12474706,0.8428972,0.05725801,0.40846533,0.20828299,0.286758,1.3781718,0.08189084,-0.35244358,0.03499262,-0.18410712,-0.13798898,1.3886542,0.1233436,0.22293842,-0.122700214,0.72983086,-0.46906298,0.912309,-0.06882393,-0.7181568,-0.38207632,1.1290343,0.51586014,0.44800073,-0.089334965,0.85841906,-0.30415374,0.81736594,0.30350965,0.75620645,1.0117929,-0.2384355,-0.55662346,0.8944193,-0.39233363
MDK,1.0111142,-0.22274119,0.91166306,0.7276188,0.8246984,1.7345827,0.7929918,0.02914308,-0.16618991,0.39382434,0.08300104,0.51393837,-0.076597154,0.23911995,0.6582428,0.5272423,0.003543526,-0.23986238,0.46230748,0.5283045,-0.21988529,0.37913156,-0.3108161,0.46632117,-0.30781496,-0.30728316,-0.23631829,0.4225643,0.25145775,0.69551903,-0.015451133,0.33102095,0.15763633,0.2945994,1.2510225,0.13346145,-0.33670163,-0.025606036,-0.16902214,-0.045177698,1.2034703,0.17370418,0.27972275,-0.13491607,0.5707457,-0.3921284,0.919655,0.0609342,-0.6488855,-0.29007,0.9515517,0.36163625,0.26293397,-0.16726255,0.72431034,-0.2704965,0.73257315,0.20959347,0.5918917,0.93113345,-0.24115509,-0.5262513,0.7763416,-0.36774087
MEGF6,1.3861977,-0.04743874,1.9901154,-0.03446704,0.4766581,1.2188828,1.0434458,1.2632041,-0.52768755,1.5247346,0.97035134,1.58096,0.043296818,1.3850293,-0.44170475,0.19598567,-0.39024144,-0.569878,0.7365171,-0.28365964,-0.623997,1.5795071,0.86774945,-0.49216658,-0.09614432,-0.36508292,-0.6897786,-0.49082476,1.3997928,0.13348785,-0.25056446,-0.4639005,0.22354448,0.84950304,1.1977452,1.2838428,-0.15272921,-0.59281373,-0.56936336,1.1154296,-0.028966248,1.2775934,0.11826585,-0.62449795,-0.5480196,0.14827251,1.663582,0.6083718,-0.40509397,0.8415546,0.0102751255,-0.29531884,-0.57289135,-0.27296942,0.20786224,-0.6462199,0.18158227,-0.6416762,-0.6130278,0.9915073,-0.58439606,-0.75564027,0.28718084,-0.6332802
MFAP1,0.9950033,-0.26537412,0.96015,0.6021335,0.61331326,1.5883323,0.8571457,0.1574817,-0.28083777,0.52139443,0.22455707,0.6355071,-0.09526545,0.3233198,0.5541866,0.5882292,-0.025853992,-0.32761317,0.524907,0.49292162,-0.2982579,0.5600207,-0.21342015,0.2678859,-0.34651256,-0.16244769,-0.28782892,0.27648565,0.3445875,0.7238161,-0.036340952,0.18144625,0.2869669,0.3441502,1.1923971,0.27595544,-0.21964341,-0.08971673,-0.27078432,0.07213166,0.9921726,0.37099472,0.18973097,-0.22104245,0.38156784,-0.39482117,0.9090359,-0.021007597,-0.64407635,-0.16582525,0.8400734,0.38181838,0.21546033,-0.07520169,0.77691984,-0.34474283,0.6218012,0.06626867,0.38359675,0.894258,-0.25634855,-0.5900092,0.62846684,-0.46245456
MFAP2,0.18246345,0.20219524,0.117870755,0.9337235,1.0227199,1.456246,0.06865354,-0.40971565,0.3696596,-0.37305576,-0.42039496,-0.2651394,0.3640362,-0.45502853,0.69819933,0.072154984,-0.17289656,0.40915754,-0.33224434,0.3904043,0.09173561,0.02643225,-0.49502528,0.7964219,0.13867734,-0.54539907,0.34736013,0.7414876,0.24131796,0.6162755,0.1461156,0.93988276,-0.32840055,-0.20397466,0.5782471,-0.34753305,-0.0015836358,-0.10990399,0.34301585,0.06782527,1.5534804,-0.46074957,0.81254387,0.4623686,0.88894105,-0.2108795,0.27840087,0.3827975,-0.59211046,-0.31814164,1.0846562,-0.05363822,0.37143975,-0.46923798,0.2145603,0.2823186,0.6374219,0.49548763,0.81278676,0.45141762,0.36875167,-0.10581106,1.0596337,-0.082081854
MFAP4,0.8386756,-0.21633863,1.318335,0.2100051,0.5861703,1.2508541,0.8253012,0.6532003,-0.31782162,0.8686566,0.43618625,0.92005086,0.21251607,0.492709,-0.17924345,0.33759743,-0.3826257,-0.45416713,0.57937604,-0.05220592,-0.5462853,1.1941017,0.3675149,-0.18118513,-0.22663707,-0.36273342,-0.52295494,-0.081505835,0.9385896,0.3425877,0.13401414,-0.063234925,0.011429173,0.41736424,0.8504552,0.79773384,0.05316347,-0.47972214,-0.38548148,0.8754051,0.4072607,0.7087619,0.17145291,-0.4177879,-0.18455964,0.046751834,0.9551554,0.3211152,-0.5538733,0.47685343,0.39628875,-0.14315283,-0.18353021,-0.22537792,0.19121003,-0.49106568,0.011889026,-0.4137475,-0.27794474,0.70202976,-0.31422025,-0.6156852,0.63549006,-0.5318279
MFAP5,1.0122458,-0.26945376,0.94814855,0.57801616,0.5969939,1.5904489,0.8617919,0.14740399,-0.29433244,0.52836555,0.20784874,0.6422439,-0.082564175,0.31305844,0.5492037,0.5722215,-0.04945028,-0.3336258,0.5229632,0.50715846,-0.31431192,0.5967045,-0.22990501,0.2702664,-0.3676529,-0.17647558,-0.30152637,0.27328777,0.3656966,0.7076969,-0.0061371326,0.2022514,0.289502,0.33002475,1.1884552,0.27424565,-0.21274489,-0.097515345,-0.26299036,0.09189211,0.9832297,0.36255524,0.21587493,-0.21478784,0.38383618,-0.40748835,0.90437484,0.0018471181,-0.6353059,-0.16770387,0.83443224,0.37191656,0.20250443,-0.106660485,0.7817849,-0.3624698,0.5976317,0.056434404,0.37847468,0.8793951,-0.26126534,-0.6062566,0.66704667,-0.48731047
MFGE8,1.0201869,-0.28455776,0.92175317,0.679248,0.6455698,1.5956573,0.88946,0.14271238,-0.21525139,0.46520224,0.31737244,0.5982274,-0.21686375,0.305427,0.65842694,0.6167639,0.047659427,-0.3006187,0.54485786,0.61996776,-0.25912225,0.39591628,-0.254834,0.34140915,-0.31993663,-0.114167094,-0.25488985,0.36026552,0.20597379,0.801282,-0.05565095,0.1672163,0.30607083,0.4022875,1.2909337,0.2422866,-0.30569327,0.027385868,-0.29756832,-0.09563339,1.0983672,0.42020702,0.07099219,-0.24066001,0.50051934,-0.3974098,0.8519771,-0.17845923,-0.6619656,-0.2662295,0.8907073,0.6081455,0.3279286,0.055339903,0.86701006,-0.31527722,0.7454132,0.15405028,0.5427973,0.96479017,-0.29095584,-0.5095419,0.53158414,-0.37174243
MGP,0.9109543,-0.2996148,0.8180632,0.70816946,0.69034076,1.6179988,0.78942364,0.045355342,-0.18065494,0.31195673,0.19417256,0.5040536,-0.15571004,0.12560207,0.67197657,0.5614017,-0.024703443,-0.24921823,0.40899315,0.6554209,-0.26978195,0.38203922,-0.327161,0.39031667,-0.29494172,-0.19402945,-0.22859347,0.41911525,0.21468192,0.80363226,0.04795237,0.30295807,0.20758666,0.29826367,1.209443,0.17134038,-0.27688754,0.026454195,-0.243285,-0.0705502,1.212072,0.2884538,0.16825902,-0.17761958,0.57152885,-0.39057702,0.7450809,-0.15461034,-0.6681566,-0.28223842,0.9395512,0.5616162,0.36752737,-0.030031085,0.810437,-0.27965218,0.71608007,0.19122854,0.6098329,0.89752215,-0.23679626,-0.48459673,0.6589675,-0.3588735
MIF,1.0418317,-0.31767046,0.92849183,0.6237795,0.7484217,1.7018323,0.83329964,0.05556076,-0.26755756,0.4272215,0.09893999,0.59243554,-0.055399477,0.24747643,0.6417333,0.53737056,-0.044555366,-0.32022828,0.49773663,0.568952,-0.30511063,0.5126152,-0.3278069,0.42312703,-0.39077365,-0.26799864,-0.30302644,0.37624073,0.2821672,0.71465987,0.10990256,0.3395139,0.23821312,0.30257693,1.2331395,0.17821021,-0.30712092,-0.050740004,-0.18363935,-0.0016025305,1.1433303,0.23159823,0.24817058,-0.16487384,0.5349803,-0.4307533,0.8673305,0.0006297678,-0.6473484,-0.2767635,0.91392016,0.3978916,0.2760268,-0.15213025,0.7755288,-0.34831464,0.6593426,0.16026625,0.53456426,0.9135765,-0.2715419,-0.5922489,0.81582016,-0.46459228
MME,0.8035192,0.043850243,0.8518046,0.7535972,0.7618702,1.5709175,0.7229163,0.11561621,-0.044708848,0.3348803,0.23620334,0.4159032,-0.04198718,0.31084508,0.5240793,0.38122305,0.1080491,-0.06182927,0.21716285,0.42129385,-0.07231283,0.30067033,-0.17363125,0.41006655,-0.06985539,-0.27749705,-0.06840235,0.35765702,0.34150732,0.68424326,-0.2367906,0.25581527,0.22608826,0.3982191,1.067708,0.09957993,-0.28058445,-0.096806705,-0.18593782,0.033070624,1.1129576,0.23547596,0.28289083,-0.15135723,0.40295118,-0.2862805,1.0227029,0.13856426,-0.6372827,-0.1860882,0.87737226,0.3119021,0.095261276,-0.13752198,0.58391726,-0.1282183,0.7988504,0.15160123,0.42660984,0.9553012,-0.18166268,-0.45745182,0.50807834,-0.27691567
MMP1,1.1205074,-0.33160043,0.97496367,0.6525768,0.7322275,1.7533092,0.89030933,0.07716997,-0.2955528,0.49001372,0.14619213,0.65684354,-0.09905374,0.29405633,0.6826959,0.59702873,-0.036595583,-0.35726053,0.5798412,0.6186808,-0.33188087,0.53760636,-0.34713584,0.39835495,-0.4213165,-0.24376678,-0.3365324,0.37652224,0.27659324,0.7582469,0.08841272,0.30973643,0.27220035,0.33191833,1.3086181,0.21030049,-0.3037222,-0.050215423,-0.22412431,-0.020307839,1.1574818,0.29195234,0.23782805,-0.20125353,0.5501593,-0.45938283,0.899994,-0.0402413,-0.6527601,-0.2826442,0.94978315,0.4516645,0.30849358,-0.1325953,0.86726904,-0.37886417,0.6765043,0.15235429,0.547171,0.9597965,-0.30878997,-0.6121764,0.79839134,-0.48717672
MMP12,1.2123668,-0.35736418,1.120006,0.61492735,0.69116634,1.782059,0.9948001,0.19485664,-0.32207078,0.63115793,0.22615092,0.76555556,-0.15953398,0.4324276,0.6177077,0.6715655,-0.008948326,-0.42669785,0.76521766,0.56253123,-0.36459738,0.57383645,-0.26484495,0.31719106,-0.45051157,-0.21409869,-0.40947986,0.34621748,0.25183815,0.7444567,0.01636453,0.15420489,0.28435302,0.37346277,1.396254,0.3374878,-0.3362996,-0.058095872,-0.32239628,0.0046939105,1.051081,0.41351646,0.12408726,-0.28283525,0.48564017,-0.4375922,0.9996575,-0.09331745,-0.6591313,-0.2665254,0.932872,0.4551258,0.32049352,-0.06314832,0.88815844,-0.42380702,0.6840482,0.054065272,0.49468535,0.98611236,-0.3590932,-0.63029325,0.76551306,-0.4729582
MMP13,0.86020434,-0.023888767,0.7703851,0.73690283,0.68537706,1.479861,0.6251608,0.073908456,-0.12489307,0.30324078,0.19146082,0.448851,-0.115192115,0.3024493,0.5887601,0.40228435,0.06498678,-0.093725145,0.20398211,0.47497028,-0.10296303,0.28350466,-0.26268792,0.3623988,-0.11046767,-0.23985577,-0.0957582,0.2895431,0.29909143,0.6781415,-0.19196004,0.24752042,0.20427051,0.3293309,1.100883,0.09448156,-0.26782084,-0.041694403,-0.15313178,-0.06440163,1.0754225,0.22789355,0.30464676,-0.108888984,0.43445623,-0.34956825,0.86820436,0.07448532,-0.589698,-0.21633506,0.84037805,0.33318937,0.13728094,-0.15444624,0.68898433,-0.1587885,0.7679086,0.19777808,0.44088808,0.8674558,-0.20285463,-0.4581619,0.4985416,-0.30857623
MMP14,1.3621867,-0.07576764,1.8819796,0.113631934,0.51864487,1.3363929,1.035658,1.126332,-0.48361474,1.4045193,0.85585105,1.4599868,0.015617441,1.244314,-0.35495937,0.29113024,-0.35857302,-0.54882336,0.7666236,-0.20116156,-0.59569883,1.4245663,0.7282235,-0.42094988,-0.13565183,-0.37328047,-0.65885305,-0.4028871,1.2472667,0.20636675,-0.24086046,-0.4020601,0.17864412,0.76286876,1.230477,1.1626457,-0.153094,-0.54932666,-0.54528224,1.0018349,0.12900257,1.1534421,0.13633758,-0.5865091,-0.4598841,0.085835084,1.5769806,0.5357803,-0.46239954,0.7207117,0.17288646,-0.2417115,-0.4871257,-0.26177704,0.28426898,-0.61192626,0.2188392,-0.58316153,-0.529968,0.9819742,-0.54924166,-0.73016596,0.36570755,-0.5977607
MMP19,1.0940231,-0.39002168,1.0263739,0.56971574,0.65116316,1.7011077,0.975153,0.15484287,-0.32871228,0.55051994,0.23991486,0.70837504,-0.109074295,0.27397144,0.61827296,0.64812434,-0.0753001,-0.40349442,0.64502555,0.620184,-0.38492978,0.6549072,-0.27491134,0.31723952,-0.4453386,-0.1566999,-0.3615101,0.33871657,0.3186855,0.79561436,0.1377103,0.23953226,0.3358594,0.36147076,1.2836095,0.3164404,-0.2519086,-0.07173121,-0.29624885,0.06251762,1.0937864,0.4223712,0.1284398,-0.25771338,0.47286618,-0.4378317,0.87385404,-0.1295631,-0.6805355,-0.22258455,0.8934566,0.5226385,0.31835362,-0.03306794,0.8644894,-0.41846228,0.61465764,0.07301033,0.47021368,0.95099145,-0.3029669,-0.6226969,0.7480912,-0.5170101
MMP2,1.1395482,-0.35427266,1.0346974,0.60800683,0.698077,1.7426889,0.92180234,0.17529461,-0.30298215,0.52826464,0.20547014,0.7342335,-0.11397421,0.30294418,0.56409717,0.5835149,-0.11708814,-0.37895733,0.6159229,0.61435777,-0.3871885,0.6357586,-0.28364092,0.3212521,-0.41354352,-0.26478004,-0.38672292,0.3377088,0.34928173,0.72007775,0.1293055,0.26430997,0.23267037,0.32077956,1.3162037,0.33257756,-0.28971136,-0.0621022,-0.2801934,0.093624964,1.1146309,0.40378875,0.19622552,-0.2479949,0.48246947,-0.409827,0.88860685,-0.063506186,-0.6550045,-0.2177043,0.9048704,0.44372785,0.2844767,-0.12778223,0.8375385,-0.4063744,0.61045444,0.06038004,0.47520688,0.9317953,-0.3303439,-0.6092566,0.82082415,-0.48292965
MMP3,1.2431328,-0.2849157,1.1671718,0.549105,0.7526455,1.7776355,0.8887323,0.2373533,-0.37234366,0.64297813,0.20096868,0.84548175,-0.066443086,0.49108762,0.51528126,0.47566164,-0.1101737,-0.39368135,0.5569638,0.5287606,-0.39891917,0.7204381,-0.2764464,0.2771223,-0.39215958,-0.33636993,-0.44403577,0.2073341,0.47253463,0.63559574,0.057524472,0.21826798,0.26408118,0.39516705,1.3524497,0.35024613,-0.35349828,-0.15570813,-0.258119,0.1273839,1.0500389,0.38614148,0.31965,-0.27960002,0.38286227,-0.42896354,1.0940793,0.12747388,-0.6043318,-0.19112152,0.83493984,0.28975472,0.087504596,-0.24898452,0.79169536,-0.4450577,0.6490344,-0.02194655,0.35715938,0.99776864,-0.39860326,-0.6706146,0.8378592,-0.53897834
MMP8,1.2720168,-0.37970716,1.2192771,0.49825072,0.57565796,1.6906332,1.0889478,0.3149812,-0.43112034,0.8189065,0.4109871,0.91679204,-0.14237094,0.56818485,0.536169,0.6771747,-0.049138784,-0.49365687,0.7751133,0.520942,-0.43317163,0.80200154,-0.1741541,0.15802062,-0.47303957,-0.10229403,-0.45509177,0.17571399,0.44550353,0.76853186,0.0051492304,0.060483493,0.4436755,0.5328017,1.3976995,0.45069522,-0.2759062,-0.18023974,-0.37909335,0.13116185,0.8858603,0.59058374,0.10926682,-0.36101592,0.282564,-0.45580983,1.1118706,-0.06213224,-0.65193516,-0.14072919,0.80185366,0.4668355,0.16601321,-0.028587043,0.9352777,-0.5050268,0.60973936,-0.08090764,0.27965263,1.0572397,-0.40174156,-0.7007432,0.61686206,-0.5885783
MMP9,0.8202729,-0.17974621,0.8047031,0.59027463,0.72886026,1.5745951,0.71275556,0.013540668,-0.19624227,0.35867167,0.013115834,0.46962377,0.103614844,0.11475743,0.55245763,0.43077692,-0.11792022,-0.2225349,0.3176111,0.40324333,-0.26921004,0.5643766,-0.28723824,0.38994282,-0.30142248,-0.30246615,-0.22959793,0.34469566,0.3905494,0.6472598,0.07577565,0.3823078,0.165001,0.18512091,0.98696387,0.17553645,-0.12940854,-0.15914524,-0.10444033,0.16093907,1.0747871,0.14140895,0.38831696,-0.081228435,0.47479165,-0.357287,0.7694116,0.16414654,-0.6110828,-0.1798811,0.8808352,0.22379246,0.22828695,-0.24786514,0.5782123,-0.2840529,0.53431416,0.10078311,0.415015,0.7417499,-0.14484745,-0.5720508,0.85937136,-0.45048368
MMRN1,1.0940655,-0.39004487,1.0264195,0.5697057,0.6511537,1.7011162,0.975187,0.15488714,-0.3287322,0.55055535,0.23995146,0.70842266,-0.10910964,0.27402675,0.6182733,0.64815974,-0.07527828,-0.40351266,0.6450676,0.62019825,-0.38493532,0.6549108,-0.274894,0.3172233,-0.4453491,-0.15666914,-0.3615268,0.3386893,0.31866905,0.7956197,0.13770306,0.23948476,0.33590397,0.3614957,1.2836463,0.31647825,-0.25192922,-0.07170588,-0.29626465,0.06249606,1.093769,0.42242998,0.1283881,-0.25773835,0.4728457,-0.4378366,0.87386936,-0.12959868,-0.68054056,-0.22258228,0.8934444,0.5226811,0.31835943,-0.033023298,0.8645207,-0.41847515,0.6146685,0.07300481,0.47020054,0.9510132,-0.30299342,-0.62270534,0.74806035,-0.51701033
MMRN2,0.96501034,-0.23071432,0.9132429,0.5388551,0.67553395,1.5076653,0.7420318,0.15752707,-0.24859565,0.47026908,0.137816,0.61713105,-0.025546074,0.3053841,0.47878087,0.44655305,-0.111926794,-0.2801864,0.42863393,0.43282357,-0.30847204,0.5813195,-0.22675967,0.29389912,-0.306718,-0.29017556,-0.30770725,0.25049376,0.39615467,0.58400637,0.041575044,0.23742874,0.18057209,0.26706207,1.1091579,0.27829996,-0.22216761,-0.12692052,-0.20833832,0.13776973,0.96149254,0.30946836,0.28477138,-0.19035035,0.37660676,-0.34543324,0.8277498,0.09775375,-0.5791075,-0.15408033,0.76004976,0.25796437,0.15342695,-0.209306,0.6635943,-0.33958137,0.5557103,0.0431107,0.35193157,0.79409015,-0.265823,-0.57040024,0.7189931,-0.4507258
MPI,0.6656179,-0.17383021,0.6659767,0.6585209,0.78058314,1.5034753,0.5298805,-0.057026505,-0.079627395,0.1440457,-0.058550954,0.3281613,0.09996717,-0.059546947,0.5371799,0.35032934,-0.16170466,-0.1166867,0.1504885,0.44793835,-0.25019878,0.43271482,-0.33671224,0.41657716,-0.19517207,-0.38065457,-0.16961175,0.4164384,0.34540623,0.62131625,0.14036088,0.47019306,-0.02201569,0.09619124,0.9092679,0.08585561,-0.14439917,-0.12931281,-0.06572509,0.13516518,1.1845459,0.029524075,0.4285796,-0.02319014,0.54529685,-0.29928762,0.60691696,0.13593738,-0.6068933,-0.19451666,0.88405657,0.20030108,0.26923034,-0.27983326,0.4928672,-0.19334888,0.5381136,0.16884306,0.51031953,0.67338055,-0.09399521,-0.45077324,0.8482547,-0.34662408
MST1;MST1L,1.1637517,-0.21957183,1.1850134,0.8974891,0.9496125,2.0694134,1.0041921,0.04183419,-0.20951217,0.5841792,0.12506239,0.5763834,-0.09164512,0.41944483,0.8421823,0.7480913,0.17853524,-0.37228364,0.71901405,0.5162178,-0.2535556,0.35765633,-0.344176,0.49256736,-0.39356983,-0.29907513,-0.32355112,0.51968825,0.15282086,0.8916546,-0.17049783,0.23383373,0.23133504,0.4639808,1.4741096,0.10444614,-0.3890108,-0.15586591,-0.26243103,-0.13491714,1.2947605,0.14566521,0.22571683,-0.22922379,0.64637995,-0.4717263,1.2258011,0.043101236,-0.7225077,-0.36174387,1.1865848,0.42195654,0.3785667,-0.09741968,0.84048045,-0.33414638,0.9064685,0.18744285,0.6660563,1.1903797,-0.30484092,-0.6009877,0.75806415,-0.41028422
MUC1,0.840686,0.028914228,1.2544049,0.37890258,0.5704517,1.2349896,0.71526223,0.6082354,-0.24402946,0.79831594,0.47802877,0.82235825,0.065808,0.6472721,-0.106137395,0.2790521,-0.24979776,-0.33797115,0.39164135,-0.08717644,-0.42152947,0.8932742,0.35858706,-0.1990608,0.0125083625,-0.34980744,-0.44820893,-0.122894526,0.8665191,0.37918317,-0.21709853,-0.16824949,-0.013656974,0.48928022,0.9656414,0.6713757,-0.08447003,-0.45202172,-0.39896423,0.65605336,0.43720213,0.62106836,0.23184015,-0.3936106,-0.19922161,0.033662003,1.1298263,0.37862492,-0.5061835,0.3790528,0.43114722,-0.13902164,-0.26642817,-0.22750568,0.25457633,-0.39799982,0.321771,-0.39184356,-0.24143463,0.7928894,-0.32536763,-0.5625932,0.39212632,-0.40916216
MXRA5,0.9580699,-0.32601196,0.83820045,0.71249205,0.71010184,1.6406069,0.8139399,0.066275395,-0.19137412,0.30767554,0.2221359,0.54113936,-0.1826073,0.14293562,0.6904892,0.5636119,-0.016610503,-0.24441016,0.42057133,0.71266127,-0.26163822,0.3667578,-0.32952344,0.42041117,-0.29921138,-0.18225014,-0.21818924,0.41658637,0.19408874,0.8129059,0.076170295,0.31761256,0.25646406,0.3108639,1.2434554,0.1823076,-0.29993534,0.08899862,-0.23560005,-0.09943974,1.2639898,0.33366024,0.13726625,-0.1810953,0.59299886,-0.39480406,0.7311691,-0.19452673,-0.6776427,-0.2914204,0.9389483,0.6280463,0.3813976,-0.0001232028,0.8420219,-0.2739604,0.7475336,0.23042695,0.62968934,0.9239118,-0.2531216,-0.47670764,0.6595441,-0.35421032
Masp1,0.8740899,-0.2726518,0.69938356,0.64345294,0.65026706,1.4927069,0.6959423,-0.009794354,-0.19359434,0.2904504,0.11462535,0.43748164,-0.08746159,0.12914334,0.640363,0.47179812,-0.030712664,-0.18979877,0.2968537,0.5292946,-0.1896168,0.36820215,-0.30179828,0.42713124,-0.2799641,-0.2042656,-0.13546842,0.37800413,0.25970036,0.70252615,0.03663692,0.35316145,0.19172227,0.2332732,1.1143588,0.104741454,-0.24644673,0.037812755,-0.15131271,-0.048582315,1.1054841,0.19522521,0.26284298,-0.075993896,0.52118695,-0.38415557,0.71687937,-0.020528734,-0.6264512,-0.27554828,0.8681373,0.4038051,0.27998814,-0.12366581,0.73661387,-0.25404668,0.68329644,0.23278257,0.5549753,0.7784676,-0.16671288,-0.5144434,0.7057398,-0.38830775
Masp2,0.8745482,-0.2726819,0.6999138,0.6425918,0.64872617,1.4915358,0.6963614,-0.008601487,-0.19405597,0.29157752,0.11619014,0.4384387,-0.08858812,0.1305617,0.639405,0.4719618,-0.030168712,-0.1901415,0.29744595,0.5292564,-0.18963116,0.36804488,-0.3008749,0.42573625,-0.27981043,-0.2033025,-0.13594782,0.37679228,0.25958037,0.7019171,0.03563696,0.35133335,0.19247933,0.23408195,1.1145436,0.10568713,-0.24690229,0.03851068,-0.1522522,-0.048885465,1.1037287,0.19676547,0.26147112,-0.07702404,0.519753,-0.38401008,0.71762335,-0.021104574,-0.6262101,-0.2751286,0.86687636,0.40444997,0.2790271,-0.12254977,0.7367414,-0.25437355,0.68321234,0.23194715,0.5539504,0.7785886,-0.16751236,-0.5143927,0.7039127,-0.38805485
Matn2,0.09904517,0.042291075,0.09050888,0.75263786,0.92652446,1.2984407,0.154534,-0.38676906,0.2825704,-0.3042217,-0.3842861,-0.2537362,0.48724687,-0.49329144,0.5927526,0.078757,-0.25841248,0.31859764,-0.31142306,0.27992052,-0.0022996664,0.262181,-0.41962886,0.75077313,0.021664292,-0.48942548,0.35037664,0.6954889,0.3758551,0.59479415,0.29837063,0.96037424,-0.27538604,-0.20547915,0.42369765,-0.28601122,0.18064949,-0.19699138,0.3476059,0.25325662,1.3664627,-0.4093483,0.7586498,0.45040736,0.7572286,-0.16758198,0.1762169,0.38744113,-0.6061754,-0.23648512,0.97039217,-0.09020203,0.35072672,-0.44779497,0.13097535,0.16027114,0.422242,0.4119803,0.6563565,0.3374493,0.4560939,-0.22403604,1.0982699,-0.25935668
